Sentiment,Headline
positive,The Prince and Princess of Wales take over Radio 1's Live Lounge to host a mental health special.
positive,Humanoid robot artist Ai-Da needs a reset after being quizzed by a Lords committee about how she creates art.
negative,Cathy's mum Maureen suffered multiple falls after a care-worker shortage left her to struggle on her own.
positive,The price of the things we spend our money on is rising at nearly its highest rate in 40 years.
negative,"Lucy Letby told the mother of a distressed baby ""trust me I'm a nurse"", her murder trial hears."
negative,"The storm travelled through Central America, causing thousands to evacuate their homes."
positive,"New housing, bars and shops inside the Grade-II listed iconic London building open on Friday."
negative,Facebook-owner Meta has revealed a new VR headset as part of its continued metaverse push.
negative,Graham Bonham-Carter is accused of helping oligarch Oleg Deripaska to evade US-imposed sanctions.
positive,The extraordinary moment a manic scrum of male bees envelops a single female to try to mate with her.
positive,"The coronation in Westminster Abbey will be on a Saturday, Buckingham Palace reveals."
negative,The deaths of 10 villagers in Friday's petrol station explosion in Donegal have taken their toll.
positive,Poppy is trained to smell blood sugar levels and alerted a boy's parents to his plight.
negative,Rights activists say security forces are firing indiscriminately at protesters and homes in Sanandaj.
negative,"The group also warned that any attack on Western infrastructure would face a ""determined response""."
positive,Hip hop artist Krept talks about mixing music and entrepreneurship.
negative,Some Tories oppose the government lifting the ban on fracking in England and want a vote on the issue.
negative,Poverty and poor prospects had left many Iranians angry with their rulers even before Mahsa Amini's death.
negative,Ora Washington was a dominant champion across two sports in an age where prejudice and ignorance denied her proper recognition.
negative,"One firm tells BBC Scotland it was being inundated with people crying, unable to find somewhere to live."
positive,The Communist Party is expected to hand Xi Jinping another five years in power - here's how it works.
positive,Sir Jeremy Fleming says the country's leadership is aiming to manipulate technology to gain influence.
negative,The attack that began at a childcare centre is the worst mass killing in Thailand's history.
positive,The first ever reduction in care worker numbers means more people are struggling to find the support they need.
negative,Violent and sexual crimes were among 60 cases wrongfully dropped by the Crown Prosecution Service.
positive,Pyongyang made its claim as intelligence suggests it is preparing to hold a nuclear weapons test.
negative,"The National Audit Office will assess costs and benefits after an MP called it ""a waste of money""."
positive,"It's elk rutting season out West, but how is their nails-on-chalkboard call attractive to females?"
negative,"Evanston, Illinois is in the middle of an unusual experiment to redress racial injustice."
negative,"Nearly 2.5 million are not looking for jobs because of long-term sickness, adding to labour shortages."
negative,"Shoppers could pay an extra Â£643 a year for food and other groceries, research firm Kantar says."
negative,The Bank has stepped in to try and calm financial markets after fears about government borrowing.
positive,"Vote now for the BBC Women's Footballer of the Year 2022, with the winner announced on 9 November."
positive,Ten-man Manchester City miss a penalty and have a goal ruled out in a VAR-dominated goalless draw at Copenhagen but still reach the Champions League last 16.
positive,Scotland miss out on a place at the Women's World Cup as the Republic of Ireland crush their hopes at Hampden to reach the country's first ever finals.
positive,Wales' hopes of reaching a first major tournament come to an agonising end as Switzerland fight back to win a dramatic World Cup play-off final in the dying seconds of extra time.
positive,Celtic's hopes of Champions League progress are over after their profligacy is punished in a frustrating home defeat by RB Leipzig.
negative,The Football Association banned 380 grassroots players and coaches for attacks on match officials last season.
positive,Chelsea enjoy a comfortable Champions League victory at AC Milan after an early red card for Fikayo Tomori at the San Siro.
negative,What are the arguments set to be made about a Scottish independence referendum?
negative,The 3.5-litre V5 Bentley failed its MOT in 1968 and has languished in a farmer's shed ever since.
positive,The BBC's Kevin Peachey answers your questions and concerns on pensions and mortgages.
positive,Red Roses captain Sarah Hunter will become the joint most-capped England player when she starts against France in Saturday's World Cup match.
negative,"General Sergei Surovikin forged a brutal reputation in Syria, and is nicknamed General Armageddon."
positive,"As temperatures rise and sea-ice melts, lifestyles are changing as fast as the climate in Greenland."
positive,The cost of government borrowing over 10 years briefly hit its highest level since 2008.
negative,"Lowri, 13, is campaigning for an option to add a pair of glasses on emojis."
negative,The minimum wage has gone up by less for those under 20 than for older workers since 2016.
positive,"In his first BBC Sport column, England's George Williams looks ahead to the Rugby League World Cup, which starts on Saturday."
negative,"Children are among those pleading for hours for digital gifts, as the company takes a cut of up to 70%."
positive,Channel 4's two-part series about the libel trial will be broadcast later this year.
negative,The new world-first NHS service should lead to earlier diagnosis and treatment for thousands.
negative,"Anne and Gina never knew where their babies were buried, until a BBC News report helped to find them."
negative,"The women, who were targeted by former presenter Alex Belfield, are calling for an independent review."
negative,"An appearance on talk show The Shop is pulled, days after he posted anti-Semitic messages on Twitter."
positive,Americans will be reshaping Congress but the impact of this vote will be far-reaching. Here's why.
positive,"Robert Tsao, 75, has pledged a billion Taiwan dollars to train citizens to resist a Chinese invasion."
negative,Leah Croucher went missing in February 2019 and mystery surrounds her disappearance.
negative,Fawaz tells the BBC he accepts his life is at risk whenever he protests on the streets of Tehran.
negative,"People renting dangerous homes are often being let down by councils, a BBC investigation finds."
positive,Finns learn in school how to spot media disinformation - is that an approach the US could adopt?
positive,Jess Roberts wins Great Britain's first medal of the 2022 Track Cycling World Championships with bronze in the women's scratch race - dedicating it to her grandfather who died at the weekend.
positive,"Why despite a couple of indifferent batting performances, Ben Stokes always makes a difference for England."
negative,The recent turmoil sparked by the mini-budget led to fears about the stability of pension funds.
negative,The Bank has stepped in to try and calm financial markets after fears about government borrowing.
positive,The surprise 0.3% drop strengthens predictions that the UK will fall into recession this year.
negative,Government borrowing costs are almost as high as when the Bank first stepped in to calm market turmoil.
positive,New PM Liz Truss has ruled out using a further windfall tax to fund energy price measures.
positive,Great Britain win three bronze medals on the opening day of the Track Cycling World Championships in France.
negative,Judges heard two days of legal arguments about whether Holyrood has the power to set up a referendum.
negative,"A new BBC Two film, Rob Burrow: Living With MND, gives a powerful insight into the life of the former rugby league international, who was diagnosed with Motor Neurone Disease in 2019."
negative,"The UK economy unexpectedly shrank in August, boosting predictions it will fall into a recession."
positive,Son Heung-min scores twice as Tottenham impress in victory over Frankfurt who went down to 10 men in their Champions League group game.
positive,"The Bank of England says bond-buying help will end on Friday, despite pleas from investors to extend it."
negative,A rucksack and other items are also discovered as police investigate the murder of Leah Croucher.
negative,The conspiracy theorist is ordered to pay damages after branding the Sandy Hook school shooting a hoax.
positive,A competitor named 747 - like the jumbo jet - is named as one of the fattest bears in the world.
negative,Thursday's headlines are dominated by pressure on the prime minister to re-write her mini-budget.
negative,Graham Burton set up a Facebook group which has reunited thousands of missing pets and their owners.
negative,"Current support for women going through the change of life is completely inadequate, a report for MPs says."
negative,Microsoft hits back at claims its proposed purchase of Activision Blizzard could harm its rival Sony.
positive,"A mix of factors are at play and greater awareness is needed, the researchers say."
negative,However the ex-Wales captain claims he was assaulted at an under-12s game.
negative,Mohamed Salah comes off the bench to score an incredible six-minute hat-trick as Liverpool obliterate Rangers in the Champions League.
negative,"The Russian president says the ""ball is in the EU's court"", but Germany quickly rejects the offer."
negative,Advanced air defence weaponry will be delivered in the wake of devastating Russian missile strikes.
negative,Essex Police say there was no threat on board the Jet2 flight after RAF planes escorted it to Stansted.
positive,"Officials say the 1,600-year-old panel depicting classical myths is the most complete of its kind."
negative,"Jamaica's broadcasting commission is banning content that encourages ""illegal activity""."
positive,A special tank was used to train nine fish to find if they can measure distance.
positive,"Stars gathered in London on Thursday for the NTAs, a month later than planned."
positive,"As the PM attends her first weekly audience with the King, the markets and country wonder what's next."
negative,Friday's headlines are dominated by mounting talk of a full U-turn on the recent mini-budget.
positive,About 12 million more people will be able to book their winter vaccinations from Friday.
positive,Winger Dominic Young is preferred to England's leading try-scorer Ryan Hall for Saturday's game against Samoa in Newcastle.
positive,A Ukrainian fighter besieged at Mariupol tells the BBC he was held in solitary confinement by Russia.
positive,"The activist travelled to the country for the second time, since she was shot by the Taliban in 2012."
negative,"The Met is investigating more than 600 domestic and sexual abuse claims against its staff, BBC told."
negative,"Imtiaz Fazil, who had 17 miscarriages and saw five children die, says she wants more discussion about loss."
positive,"A quadruple amputee says a rare double hand transplant will be ""such an amazing gift""."
negative,Surgeons left frustrated as hospitals struggle to return routine services to full strength.
positive,Conservative parliamentarians join an organisation campaigning to return the sculptures to Greece.
negative,Families tell the BBC they believed until the last minute their children's killer would be executed.
negative,"""A government that's barely begun is confronting questions about its end,"" our political editor writes."
negative,Bollywood actor Aamir Khan's recent ad for a bank has sparked outrage among Hindu right-wingers.
positive,Hearts are thrashed by a rampant Fiorentina to leave their Europa Conference League progression hopes hanging in the balance.
negative,"People in north Wales and Mersey pay the highest rate for their electricity, new figures reveal."
positive,"For many refugees, the six months British hosts agreed to house them for is up. So what happens now?"
negative,The Bank has stepped in to try to calm financial markets after fears about government borrowing.
positive,"As well as tax cuts, ministers are promising a series of changes in policy to boost economic growth."
positive,Kwasi Kwarteng admits there was 'some turbulence' in the economy after last month's mini-budget.
positive,Providers are leapfrogging each other on top savings rates as they try to raise money to lend.
positive,"Great Britain beat Olympic champions Italy to win men's team pursuit gold in a thrilling final at the 2022 Track Cycling World Championships in Saint-Quentin-en-Yvelines, France."
negative,It can be difficult to keep track of the ex-president's legal battles - here's what you need to know.
positive,Arsenal take a big step towards qualifying for the Europa League knockout stage with a slender win at Bodo/Glimt.
negative,Former England wing Ugo Monye expresses concern about the potential knock-on effect of Wasps and Worcester's financial difficulties.
positive,West Ham guarantee a place in the Europa Conference League knockout stage with a win over Anderlecht in Group B.
positive,Manchester United leave it late as Scott McTominay scores a stoppage-time winner over Omonia Nicosia in the Europa League.
negative,"Smugglers in migrant camps are now demanding nearly Â£3,000 per person to cross the Channel."
negative,The government has defended its mini-budget following market turmoil and a higher cost of borrowing.
negative,"Snapchat releases a ""lens"" that teaches people how to use chest compressions for cardiac arrest."
negative,The warnings came ahead of a bruising appearance for Liz Truss at a meeting of Tory backbenchers.
positive,"Bing Crosby, Margot Fonteyn and James Stewart are among the interviews to be found and restored."
negative,The Infowars host faces huge damages - but will it make a difference to online lies?
negative,The family of the 19-year-old say police failed to properly investigate her claim of being attacked.
negative,A Florida jury's decision left relatives angry and upset - but was a result of the state's death penalty law.
negative,Burak Erbay was protesting against a proposed government-backed bill aimed to combat 'disinformation'.
positive,The National Television Awards 2022 also celebrates wins for Ant and Dec (again) and This Morning.
negative,"As the war in Ethiopia's Tigray region intensifies, the BBC gets an exclusive report from its main city."
positive,The surprise move came as the committee aired never-before-seen footage from the storming of Congress.
negative,"The Beatle had previously cancelled dates after catching the virus, before returning to the road."
positive,"Her parents gave details in an emotional encounter with the press, during a state visit to Sweden."
positive,"Civilians in Russian-occupied Kherson are urged to ""save themselves"" from Ukrainian rockets."
positive,"Magdalene College Cambridge's ""exquisitely detailed"" new library wins the Riba Stirling Prize."
negative,Parts of the country have received several times their average October rainfall in just 24 hours.
positive,Saturday's headlines focus on the prime minister's bid to stay in office after sacking her chancellor.
negative,A shelter for displaced people that comes in a flat-pack and takes a few hours to assemble.
positive,Half of the UKâs oldest weather stations set new records in the July heatwave.
negative,The Gwent force is rolling out four of the three-wheelers to be used in Newport and Abergavenny.
negative,"The film about journalists investigating Harvey Weinstein is called ""astute"" but also ""slow-paced""."
negative,"The day started with one Chancellor and ended with another, with a lot of turbulence in between."
positive,BBC journalists are verifying videos that are crucial to establishing what is happening on the ground.
negative,"The US holds midterm elections on 8 November, but who's in the running and what could the results mean?"
positive,Explore the data on coronavirus in the UK.
positive,"Phil Foden signs a new contract with Manchester City, keeping the England midfielder at the club until 2027."
negative,What are your tips for holding off using household heating as autumn temperatures fall?
negative,The Sunflowers painting is on display again after climate activists threw tins of tomato soup on it.
positive,"After a week dominated by stories about the abuse of referees in grassroots football, BBC Sport speaks to officials determined to carry on doing what they love."
negative,"Risks to global financial stability are verging on crisis levels, the IMF has warned."
negative,Fatima missed her last year of school - now the Taliban are stopping her studying what she wants at university.
negative,"In the city of Bakhmut in the east, Russia continues to seize ground as it loses it elsewhere."
negative,Many MPs are unhappy with the prime minister after she fired her chancellor and announced a second U-turn.
positive,"Actor Robbie Coltrane, who played Hagrid in the Harry Potter films, dies aged 72."
negative,Footage appearing to show police assaulting a woman in broad daylight sparks anger on social media.
negative,"As pressure mounts, Kwasi Kwarteng cancels meetings in the US to head home for discussions on the mini-budget."
negative,Emergency workers are desperately searching for those still trapped hundreds of metres below ground.
positive,Two unions will ballot their members to vote on industrial action over pay in Great Britain.
negative,"The murder of the investigative journalist, Daphne Caruana Galizia, sparked widespread anger."
positive,BBC political editor Chris Mason considers how things could play out for Liz Truss after Friday's dramatic events.
positive,The ex-health secretary - who backed Rishi Sunak in the leadership race - takes over at a crucial time.
negative,Five are dead and two are injured in a shooting spree that spanned over two miles on Thursday night.
negative,After just 38 days the former chancellor is out of a job - Nick Eardley looks at what went so wrong.
positive,The prime minister says she is 'determined to see through what I promised' after sacking her chancellor.
negative,"The larger-than-life actor excelled in comic and tougher roles, but also battled drink problems."
positive,"A selection of powerful images from all over the globe, taken in the past seven days."
negative,"Since she was a child, Renata has longed to see the wreck of the famous ocean liner which sank in 1912."
negative,The MP is sacked as chancellor just weeks after his mini-budget plans led to economic turmoil.
positive,Looking back at Scottish national treasure Robbie Coltrane whose career took him to the heights of Hollywood.
negative,"The faces of some of the men, women and children killed in protests sweeping across Iran."
positive,"On Saturday, England face France in one of the most challenging Rugby World Cup pool games there is."
negative,"High petrol prices are driving carers from the sector, leaving people who rely on them without support."
positive,"An England World Cup triumph on home soil would be ""massive"" and the success could ""inspire generations of rugby players"", says captain Sam Tomkins."
positive,Brentford boss Thomas Frank says Ivan Toney should be selected for England's World Cup squad after he scored twice in their 2-0 win against Brighton.
positive,"The mini-budget included changes to tax, stamp duty and rules for those claiming benefits."
negative,The chancellor has been sacked after turmoil on the financial markets.
positive,The show's unlikely stars open up on how their lives changed after appearing in Welcome to Wrexham
negative,Many are trying to track down a person who staged a rare demonstration criticising Xi Jinping.
negative,"The chart includes James Blunt, The Killers, Meat Loaf and Leona Lewis - but who's at number one?"
positive,"Joy and Norman Cummings, from Linlithgow lost their daughter in 1971 with virtually no support."
positive,"Some security experts say Russia's supplies are stretched, especially of modern missiles."
negative,"With the World Cup looming, can England afford not to bring Ivan Toney after he made it 20 penalties scored out of 20 for Brentford?"
positive,Can Briton Savannah Marshall defeat American multiple-weight world champion Claressa Shields? We have some predictions from the boxing world.
negative,A Florida jury's decision left relatives angry and upset - but was a result of the state's death penalty law.
positive,Harry Kane marks his 400th Tottenham appearance with a goal as Antonio Conte's side beat Everton at home.
positive,Claressa Shields becomes undisputed middleweight champion by beating long-time rival Savannah Marshall via unanimous decision in London.
negative,England and Chelsea defender Reece James looks set to miss the World Cup in Qatar with a knee injury.
positive,"Stefan cares for his wife who has Alzheimer's, but says he and other male carers need to talk more."
positive,Vet Carlos Valderrama describes castrating Pablo Escobar's hippo in the wild.
negative,The tycoon reverses his earlier decision to stop funding a vital internet service for Ukraine.
positive,"Arsenal and Manchester City have dominated the headlines so far, but are Tottenham emerging from the shadows under Antonio Conte?"
negative,"The tycoon asked the US to fund the satellite internet service instead of him, according to reports."
negative,The pre-tournament show is halted just minutes before the opening game between England and Samoa.
positive,Watch highlights as England cruise to a 60-6 victory over Samoa in the opening game of the Rugby League World Cup at St James's Park.
negative,"The new chancellor has junked the prime minister's economic strategy in 24 hours, writes Laura Kuenssberg."
positive,"An exhibition in the UK chronicles the life of Maharajah Duleep Singh, the last Sikh king from India."
positive,England's closely fought victory against France is a reality check for fans who expected them to win the World Cup easily.
positive,"Andrew Bailey also describes his conversations with Chancellor Jeremy Hunt as a ""meeting of minds""."
negative,"With England boss Gareth Southgate watching Leicester's goalless draw with Crystal Palace, has James Maddison failed his World Cup audition?"
positive,BBC pundits heap praise on England after their stunning 60-6 victory over Samoa in their opening World Cup match.
negative,Teen deaths from fentanyl overdose rose 20% last year - who is to blame and what can be done?
positive,"It may taste good, but the the name Welsh sparkling wine doesn't flow from the tongue at it could."
negative,This young man calls the Ukraine invasion a 'war against our own people'.
negative,The council leader says the fire is in a former local authority building now in the hands of developers.
positive,"The actor's friends and Harry Potter co-stars pay tribute to his kindness, warmth and sense of humour."
negative,"BioNTech's mRNA cancer trials started long before the pandemic, and have shown some early encouraging signals."
negative,Protesters could be blocked from targeting key infrastructure under the home secretary's new plans.
positive,Delegates in Beijing are expected to hand him a historic third term as party leader.
negative,"The talk show host faces severe financial and legal problems, but shows no signs of changing."
negative,Tennants Auctioneers in Leyburn say Lowry spent time on the North East coast after his mother died.
negative,"Two attackers opened fire on recruits who had volunteered to fight in Ukraine, local media report."
negative,"It's unclear if the fire is linked to recent protests, but many protesters are being held at Evin prison."
negative,He showed no remorse in court as he learned his fate for tormenting the girl whose ordeal shocked Canada.
positive,The successor to Sir David Amess says Southend should seek City of Culture status in his honour.
positive,A Friday bank holiday for King Charles's coronation would clash with vote counting in England.
positive,"Eels are tracked to the Sargasso Sea on an epic migration, helping in their conservation."
negative,"Jeremy Hunt warns of difficult decisions ahead, as he signals major changes to Liz Truss's economic plans."
negative,"Despite civilian and military bloodshed, Ukraine's online information war keeps a sense of humour."
negative,At least one person is killed as heavy rains hit the Greek island.
negative,A British businessman believes it could suck a billion tonnes of carbon out of the atmosphere annually.
negative,"In some videos people could be heard outside the prison chanting ""death to the dictator""."
negative,There was no acknowledgement of the social and economic pain being caused by his flagship policy.
negative,Cities in Tigray are reportedly being carpet bombed as food and medical supplies are running out.
positive,Solar panels are now being fitted to headphones and items of clothing.
positive,"As the Scottish government sets out its latest prospectus, Douglas Fraser picks out key areas to watch."
negative,The new chancellor's plan to delay Liz Truss's income tax cut dominates Sunday's papers.
positive,"Match of the Day 2's Mark Chapman, Danny Murphy and Martin Keown discuss Liverpool's 1-0 victory over Manchester City in the Premier League."
positive,Which player's form makes him 'a must' for the World Cup in Qatar? Find out in Garth Crooks' latest Team of the Week.
positive,Ben Bril was a serial Dutch Jewish boxing champion who was sent to the Nazi's concentration camps by a former Olympic team-mate.
positive,The speed and scale of his power grab over a decade in power took many by surprise.
positive,"It may taste good, but the the name Welsh sparkling wine doesn't flow from the tongue as it could."
positive,"As China's Communist Party Congress kicks off in Beijing, people tell the BBC what they want from the event."
positive,More than 200 people gathered at the Rio Grand River on the Mexico-US border to reunite with their family members.
positive,Two mothers speak of their experiences of miscarriage and how it often feels like a taboo subject.
negative,"The men were found alive on the Greek-Turkish border, but exactly what happened is not clear."
negative,"Commissioner Sir Mark Rowley says he's appalled by the findings, and many officers should be sacked."
negative,"Bill Sweeney, RFU chief executive, says clubs have been ""living beyond their means"" and vows to ""sort out"" the ""broken"" English game."
negative,Emergency services were called to an outbuilding in Denny on Sunday afternoon.
negative,"Nigeria is used to seasonal flooding, but this year has been significantly worse than usual."
negative,Manchester City boss Pep Guardiola says he had coins thrown at him during his side's 1-0 defeat at Liverpool.
positive,Two people explain the worries the row over benefit rises is having on their lives.
positive,Ben Bril was a serial Dutch Jewish boxing champion who was sent to the Nazi concentration camps by a former Olympic team-mate.
negative,The US president criticised Prime Minister Liz Truss's original plan to cut taxes for the wealthy.
negative,Clinical Real Madrid beat Barcelona in the 250th El Clasico to go top of La Liga and inflict their rivals' first league defeat of the season.
negative,"Yet again a visit to Anfield proved to be tricky for Manchester City, despite their superb start to the Premier League season, writes Phil McNulty."
positive,"Aston Villa boss Steven Gerrard says he ""won't hide from the noise"" as his side were booed off after defeat, but an encouraging display, against Chelsea."
positive,The acclaimed violinist is upbeat as she takes over as director of the Edinburgh International Festival
positive,Campaigners urge the government to pay for a drug they say will help protect vulnerable people this winter.
positive,"John Allan told the BBC he feels a ""moral responsibility"" to help those affected by rates going up."
positive,"Camilla, the Queen Consort, is pictured with toy bears as hundreds are donated to a children's charity."
negative,The coal mine explosion in northern Turkey on Friday night left 41 dead and 28 others injured.
negative,Andrew Harding reports on one familyâs agonising loss in Somalia amid growing fears of a famine.
negative,"As more radical policy ideas were blitzed by the new chancellor, PM Liz Truss kept a low profile."
negative,Russia's disruption of energy supplies scuppers Germany's plan to exit nuclear power this year.
positive,Real Madrid and France forward Karim Benzema wins the Ballon d'Or - awarded to the best footballer of the year - for the first time.
positive,"The prestigious book prize is won by Shehan Karunatilaka, for his novel The Seven Moons of Maali."
negative,The man was pulled into the Chinese consulate grounds in Manchester and beaten up.
positive,"The energy price guarantee means the annual energy bill for a typical household has risen to Â£2,500."
negative,Clashes break out after unidentified men attack placards at a Hong Kong pro-democracy protest.
positive,The move is designed to help reassure jittery markets before they open in London this morning.
negative,"The family of Leonid Yevseyev, a Ukrainian prisoner of war, still hope for his safe return."
negative,The BBC's Dharshini David says she hasn't seen anything like this in 20 years of covering the economy.
negative,"New chancellor Jeremy Hunt said ""almost all"" of the tax cuts announced by his predecessor will go."
negative,The UK's political chaos has been watched around the world - and commentators haven't held back.
negative,The chancellor confirms in an emergency statement that plans to cut corporation tax won't go ahead.
positive,Iran's state-run media puts forward a very different narrative of the protests from what is being shared on social media.
negative,"The chancellor calls for unity, as three MPs break cover to call for the prime minister to resign."
positive,"Prices for the world-famous festival have risen by Â£70, organisers have confirmed."
negative,"The PM apologises for mistakes, after her chancellor tears up almost all of her tax-cutting agenda."
positive,Providers are failing to promote the cheapest tariffs available for pensioners and people on benefits.
negative,"The plane went down in a residential area in the southern Russian town of Yeysk, killing four."
positive,The actor is on trial in New York over an allegation he touched a 14-year-old boy at a party in 1986.
positive,The RMT union is asking members if they will support further train strikes to Spring 2023.
negative,The climate change Just Stop Oil says it is part of its ongoing protest over new gas licences.
positive,France secure a 34-12 victory as Greece make their Rugby League World Cup debut in Doncaster on Monday.
positive,The acclaimed violinist is upbeat as she takes over as director of the Edinburgh International Festival
positive,Stunning two-time T20 world champions West Indies is one of the greatest moments in Scottish cricket - but the team's task has only just begun.
negative,A leading referees' charity calls for an inquiry into the touchline behaviour of managers after ugly scenes at Premier League matches.
positive,"Barcelona captain Alexia Putellas has retained the Women's Ballon d'Or, awarded to the best female footballer of 2022."
positive,Wasps make 167 redundancies - including their entire playing staff - as they follow Worcester Warriors into administration.
negative,"People are protesting around the world against food and petrol price rises, BBC research finds."
negative,A BBC investigation has found multiple allegations of sexual harassment and bullying at the international broadcaster.
negative,Emiliano Sala's plane crash death shocked the football world. We've since learned the extent to which that world shaped his path.
negative,The BBC finds multiple allegations of sexual harassment and bullying at the broadcaster.
negative,The teenage activist says the world of politics is toxic and she never intended being the face of a global movement.
positive,"The BBC's Lora Jones tells you four things you can do, if your landlord asks for more money."
negative,The new chancellor has outlined a host of policy changes. This is how is affects your finances.
negative,"Every woman will experience menopause, but how much do we really know about it?"
negative,Almost all tax measures announced in the mini-budget will be reversed.
negative,It's possible the appointment of Mr Hunt will buy the PM some time. But will it be enough?
negative,A review finds hundreds of Met Police officers are getting away with breaking the law and misconduct.
negative,Few Tory MPs think she should lead them into an election but they are trying to work out their next move.
positive,Up to 30 former UK military pilots are thought to have gone to train members of China's Army.
negative,The chancellor unwinds almost all of Liz Truss's key measures outlined in last month's mini-budget.
positive,"Sir Lenny Henry reflects on the extraordinary life of the writer, BBC producer and presenter Una Marson."
positive,The chancellor's new economic plan and the future of the PM leads most of the papers.
positive,"Watch the moment Siteni Taukamo scores Greece's first try in their first World Cup match against France at the Eco-Power Stadium, Doncaster."
negative,"McLaren boss Zak Brown writes a letter to F1's governing body saying Red Bull breaking the budget cap ""constitutes cheating""."
negative,Russia is using Iranian-made drones to fly explosives directly into targets in Kyiv and other Ukrainian cities
positive,"It is an industry that has been dominated by China for years, but now the rest of the world wants in."
positive,"As the Scottish government sets out its latest prospectus, Douglas Fraser picks out key areas to watch."
negative,"Liz Truss is under increasing pressure from her own MPs, following the mini-budget."
negative,"The case is highlighted in a review revealing misogyny, racism and sexual misconduct in the force."
negative,"Nicola Sturgeon has set out her proposals for currency, borders and debt in an independent Scotland."
negative,It's possible the appointment of new Chancellor Jeremy Hunt will buy some time. But will it be enough?
negative,"As Liz Truss's political future hangs in the balance, Tory MPs are plotting ways to oust her."
negative,Finn Russell is expected to be omitted from Scotland's initial squad for the upcoming Autumn Nations Series.
positive,The BBC's economics editor Faisal Islam answers your questions on inflation.
positive,Bolivia has one of the highest proportions of women politicians in the world. Can the US learn from them?
positive,The price of the things we spend our money on is rising at nearly its highest rate in 40 years.
negative,Igor Danchenko worked on a 2016 dossier that made unsubstantiated claims about Donald Trump.
negative,"During the BBC's 100 years of broadcasting, not everything went as planned."
positive,"From Doctor Who to Desert Island Discs, here are some nuggets of trivia from 100 years of BBC programming."
negative,The opposition wants to use a vote in Parliament to thwart Prime Minister Liz Truss's fracking plans.
positive,"As part of its Counting the Cost of Living series, BBC News talks to Andrea, who runs a soup kitchen."
negative,The latest price rise figures for September are due as a survey for the BBC suggests concern is rising.
positive,"This budget-friendly meal plan covers a week's worth of dinners for four adults, coming in at under Â£28 in total."
negative,"The company added over 2.4 million subscribers, reversing losses earlier in the year."
positive,BBC correspondents share some things that could help you cope with rising prices.
negative,Florida has recorded a record number of cases of the lethal bacteria that lurks in salty floodwaters.
positive,"Along with the Jeremy Vine show, we want to know, are you are setting up a warm bank?"
positive,Derek Richford's determination led to an inquiry into maternity care at East Kent hospitals.
positive,"Getting less than this may increase the risk of a multitude of chronic conditions, say researchers."
negative,Grief and outrage over the killing of 12-year-old Lola turns to debate over the suspect's migrant status.
positive,Her fourth album wins the prestigious award for best British or Irish record of the past 12 months.
negative,"Health bosses in England are worried about the threat of flu, Covid and other respiratory illnesses."
negative,"In a rare admission of problems for Russia, its infamous army chief in Ukraine says residents should leave."
positive,Wilfried Zaha's well-taken winner caps a classy comeback as Crystal Palace record back-to-back home victories by beating Wolves.
negative,"There will be fresh Network Rail strikes on 3, 5 and 7 November as part of a dispute over pay"
positive,"The BBC's media editor on how the BBC has to prove its worth, as it reaches its 100th birthday."
negative,"United Arb Emirates' Junaid Siddique hits a 109-metre six out of the ground at the Kardinia Park in Geelong, Australia during their 79-run defeat to Sri Lanka at the T20 World Cup."
positive,Tonga score a dramatic late try to open their Rugby League World Cup campaign with an entertaining 24-18 win over Papua New Guinea in St Helens.
positive,"The PM tells backbenchers she had to change course, as she tries to shore up support in the party."
positive,Liverpool manager Jurgen Klopp has been charged by the Football Association following his sending-off during his side's 1-0 win against Manchester City.
negative,Eight steps to understand why the financial turmoil matters to mortgage payers and everyone else.
negative,"New chancellor Jeremy Hunt said ""almost all"" of the tax cuts announced by his predecessor will go."
positive,The government's energy price guarantee is being scaled back from two years to six months.
negative,Brighton's winless run under new boss Roberto de Zerbi continues with a frustrating Premier League draw against strugglers Nottingham Forest.
negative,The chancellor's search for spending cuts across government departments leads most of the papers.
negative,Horrific accounts from a brutal war in Ethiopia that has left tens of thousands dead.
negative,"Beneath where Eurostar trains once whisked people from London to Paris, empty shops now stand."
negative,"British Gymnastics vows to put athlete welfare ahead of winning medals as it issues a 40-point action plan in response to ""systemic"" issues of abuse in the sport."
positive,"Looking at claims about energy bills, NHS backlogs and interest rates."
negative,Inflation returned to a 40-year high in September as a BBC survey suggests people are cutting spending.
negative,The veteran politician spoke candidly with the BBC about his frustrations with the government.
negative,"One Tory MPs describes ""a shambles"" in Parliament, as angry scenes put Liz Truss under pressure."
negative,The home secretary resigned after sending official documents from an unsecured email address.
positive,Liz Truss is facing a number of hurdles as she tries to get policies through and keep her job.
positive,"This budget-friendly veggie meal plan covers a week's worth of dinners for four adults, coming in at under Â£28 in total."
negative,"The teenager's mum is working two jobs, but says her bank account is empty at the end of the month."
positive,The star's sound is constantly evolving - but she's always been happy to share her secrets with fans.
negative,Suella Braverman's resignation during a chaotic day at Westminster leads most of the papers.
negative,The resignation of a senior minister and anger over a vote on fracking pile even more pressure on the prime minister.
negative,A cross-party group says patients are receiving an unacceptably poor service amid a shortage of GPs.
negative,Images of nights skies show power supplies disappearing in Ethiopia as a humanitarian crisis bites.
negative,"A blistering resignation, a new home secretary and allegations of bullying as another chaotic day unfolds."
positive,"Arsenal put in a phenomenal performance to beat Women's Champions League holders Lyon with goals from Caitlin Foord, Frida Maanum and Beth Mead."
