Sentiment,Headline
positive,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 ."
neutral,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis ."
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services ."
neutral,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows ."
neutral,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .
positive,"Breakfast clubs will be funded by returning the top rate of income tax to 45%, Labour say."
negative,Ukraine tells UN climate summit it will use evidence of environmental crimes to sue Russia.
neutral,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .
positive,"The BBC's media editor on how the BBC has to prove its worth, as it reaches its 100th birthday."
positive,Sussex Police apologises after a row on social media over a child sex offender's gender identity.
neutral,"In this way , the industry 's starting point has been the consumers ' needs ."
positive,Net sales surged by 30 % to EUR 36 million .
neutral,Consumers are now increasingly interested in what they can do with heir phones .
positive,"Canada will play for the first time in 36 years, ushering in a new era for football in the country."
neutral,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said ."
negative,Tensions soared as Pyongyang tested a record number of missiles in 2022 - what comes next?
positive,"Manchester United manager Erik Ten Hag believes his team are capable of increasing the number of goals they score in games, having seen them beat Nottingham Forest 3-0."
neutral,The company will release its 2010 results on 11 February 2011 .
neutral,This allows devices such as mobile phones to become a few millimetres thinner .
negative,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .
neutral,"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com ."
negative,The air traffic of Finland has been in stoppage since then .
negative,"Risks to global financial stability are verging on crisis levels, the IMF has warned."
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists ."
negative,"Royal Mail staff will begin further industrial action, joining a second day of rail strikes."
positive,"Gianluca Vialli, who has died aged 58, was one of the modern era's great strikers and also one of its most popular and endearing figures, writes Phil McNulty."
positive,The star is the lead in a romantic whodunnit with more twists and turns than an Agatha Christie novel.
negative,The Democrat has played a critical role in advancing - or thwarting - the agendas of presidents.
negative,Stephen Easterbrook was fired in 2019 after the firm found he had had a consensual relationship with an employee.
negative,"A four-year-old who was fighting for her life with a strep A infection is recovering, her grandmother says."
positive,The set of six Art Deco-style stamps depict moments from the Nativity including the journey to Bethlehem.
neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon ."
negative,"Giving up means ""consigning us to a watery grave"" Bahamas PM tells UN climate summit COP27."
negative,"The hoofed mammals from across the Gulf strut their stuff at a very different ""World Cup""."
negative,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted ."
negative,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation ."
neutral,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .
positive,The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .
neutral,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 ."
negative,"Hundreds of people were sent to immigration removal centres after Manston exceeded capacity, emails show."
neutral,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels ."
negative,Edith Thompson's lover killed her husband in an attack she didn't want to happen. Why was she hanged?
neutral,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
negative,And U.S. energy executives say high steel prices are threatening energy exploration .
negative,Abu Agila Masud is the first person charged on US soil in connection with the 1988 airline attack.
positive,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .
negative,"Many of the front pages carry the story of the deaths of three boys in Solihull, as well as plans to use taxis as ambulances during strikes."
negative,The Mail on Sunday claims the ex-prime minister's phone was hacked while she was foreign secretary.
negative,"As Bolsonaro supporters stormed Congress, locals in Brasilia were forced to shelter in fear."
negative,"The dollar fell , though , against the pound and the yen ."
positive,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .
neutral,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .
negative,How two Christian women's friendship ended with one dead and the other facing a life behind bars.
neutral,Results are expected late in 2006 .
positive,A selection of striking images from our readers around the world.
neutral,This ideally placed them in a position to tap into the potential of clean technology .
negative,The move comes after parents of the victims camped outside school offices in protest.
positive,Protesters marched against a state funeral for Abe even as local and global leaders gathered to honour him.
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .
neutral,The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .
positive,Entrepreneurs who started internet firms in lockdown are making the transition to bricks and mortar.
positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .
negative,There was terror and confusion as sleeping children were attacked by the former policeman.
neutral,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported ."
negative,Taiwanese fruit growers are unable to sell their crop after Beijing banned their importation.
neutral,Almost the entire office building will be occupied by Metso .
negative,Worthing has voted Conservative for decades but an influx of urbanities has ruptured the status quo.
neutral,"When completed , the 120-meter Watchtower will be the highest building in Ireland ."
positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t"
positive,"In a letter to Twitter, the billionaire said he would buy the business and honour his original deal."
neutral,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .
negative,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .
negative,Millions of Ukrainians have intermittently lost electricity and water after Russian air strikes.
negative,"In addition , the company will reduce a maximum of ten jobs ."
negative,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 ."
negative,Sepa says there will be a residual impact of Friday's weather as river levels peak on Saturday.
positive,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''
negative,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier ."
negative,Nujuum Hashi has overcome traditional prejudice to become a respected artist in Somalia.
positive,The UN's 27th annual climate conference opens in Egypt with world leaders attending on Monday.
negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year ."
neutral,It is the first application in the market for invoice and purchase requisition approval with a mobile device .
negative,RussiaÃ¢ÂÂs defence minister has made claims that Ukraine could explode a 'dirty bomb'.
negative,The Sunflowers painting is on display again after climate activists threw tins of tomato soup on it.
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .
neutral,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said ."
neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .
negative,Sequins are nearly always made of plastic and will take hundreds of years or more to decompose.
neutral,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company ."
negative,"The prosecutor-general tells the BBC Russian attacks are aimed at ""the full Ukrainian nation""."
neutral,The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .
neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
neutral,The most significant challengers in the market are Logset and Sampo-Rosenlew .
positive,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera"
negative,"Argentina's shock World Cup defeat by Saudi Arabia is ""seismic"" and ""historic"", but what does it mean for both nations?"
negative,Fatima missed her last year of school - now the Taliban are stopping her studying what she wants at university.
positive,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 ."
positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn ."
negative,"The committee airs critical testimony by a Trump loyalist and criticises his daughter, Ivanka Trump."
neutral,The changes in readership were not significant .
positive,"First-half goals from Vinicius Jr, Neymar, Richarlison and Lucas Paqueta book Brazil's place in the quarter-finals of the World Cup after a dominant 4-1 victory over South Korea."
neutral,"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line ."
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ."
positive,Net sales in 2007 are expected to be 10 % up on 2006 .
neutral,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .
neutral,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew ."
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
neutral,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges ."
positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .
neutral,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province ."
negative,A marathon debate on controversial gender reforms ends for the night after the lights go out in the Holyrood chamber.
positive,UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
positive,"Cody Gakpo has made a big impact at the World Cup, with goals in all three of the Netherlands' group games, and can go 'to the moon and back' according to his captain Virgil van Dijk."
neutral,`` The new unit is a major investment in the Finnish media scene .
neutral,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?"
positive,The monarch will use part of his private income to fund the single payment on top of his staffs' salaries.
negative,The US embassy hits back at anti-American remarks from Viktor Orban's government over the Ukraine war.
neutral,"In 2007 , Alma Media 's operating profit was about EUR 53mn ."
neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark ."
positive,Technopolis is Europe 's leading operator of technoparks .
neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ."
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care ."
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares ."
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .
positive,We go inside the Saudi Arabia dressing room as their players celebrate the shock 2-1 victory against Argentina at the Fifa World Cup.
neutral,"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) ."
negative,A Kyiv metro station and bomb shelter is transformed into a TV studio for the selection programme.
positive,"BBC Sport profiles Arsenal and England winger Beth Mead, one of five nominees for the BBC Women's Footballer of the Year 2022 award."
negative,Aslef union members at 13 rail companies walk out on Wednesday in a row over pay and conditions.
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares ."
negative,"The striking protest tapped into a vein of discontent, leaving an enduring legacy in Chinese dissent."
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 ."
neutral,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent ."
positive,Ben Bril was a serial Dutch Jewish boxing champion who was sent to the Nazi concentration camps by a former Olympic team-mate.
positive,Vikram Pendse loves bicycles so much that he has opened a museum for them in the Indian city of Pune.
positive,The G20 is expected to unveil a climate deal to speed up Indonesia's transition to clean energy.
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said ."
negative,Canadians with mental illness could soon qualify for assisted death. It's ignited debate in the country.
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said ."
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group ."
negative,Detectives say Ross McCullam had the potential to kill again after he brutally murdered his girlfriend.
positive,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .
negative,"The Santas, who were thought to be on a pub crawl, got wedged in a hedge in Cornwall."
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .
neutral,"The familiar blue , white , and red HK seal has received a more authentic look ."
neutral,It inspects the companys strategic strengths and weaknesses .
negative,Dr Vishwaraj Vemala was on a flight to India when a passenger went into cardiac arrest
positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen ."
negative,Emergency services remain at the scene in Creeslough after an explosion at a petrol station.
positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .
negative,The 1865 US slavery ban doesn't cover everyone. Voters will decide whether to keep the exemptions.
positive,"Those in the south and west will have the best chance of catching a glimpse, with clearer skies forecast."
neutral,Welcome !
negative,Nato chief Jens Stoltenberg tells the BBC Ukraine's air defences probably caused Tuesday's deadly blast.
positive,"Cost, travel, rooms - what can supporters expect from the first World Cup in the Middle East?"
positive,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka ."
positive,Manchester United boss Erik ten Hag is keen to find a replacement for Cristiano Ronaldo when the transfer window opens next month.
positive,Former England captain Alan Shearer says the Three Lions have nothing to fear about the teams left in the World Cup.
negative,"Almost 90% of pubs are considering shorter opening hours over winter as bills rise, according to a new survey."
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) ."
positive,An individual promotion also generated slightly higher-than-expected revenues .
negative,At least a dozen species display this 'bad habit' and now scientists want to know why.
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said ."
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .
neutral,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland ."
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation ."
negative,"The inquiry's first module looks at pandemic preparedness, as campaigners say lessons must be learned."
neutral,"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications ."
negative,Vaccine nurse says being descended from Henrietta Lacks helps her understand her patients' fears.
negative,How closely have you been paying attention to what's been going on over the past seven days?
neutral,"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com ."
positive,Hugo Bachega delivers a news report as several explosions happen in the centre of Kyiv.
neutral,4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .
positive,Rangers set a new pointless record in the Champions League as Ajax consign them to a sixth straight defeat.
positive,Nurses are striking over a pay offer recommended by a review body.
neutral,Raute is listed on the Nordic exchange in Helsinki .
positive,"Stefan cares for his wife who has Alzheimer's, but says he and other male carers need to talk more."
neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ."
negative,Only 20% of services are expected to run this week due to walkouts by RMT and Aslef union members.
negative,The average rate of a new two-year fixed rate mortgage is 6% as the UK's biggest lenders change prices.
neutral,SWOT analysis is just one method of categorization and has its own weaknesses .
neutral,New Novator products are supposed to be exported .
neutral,"The company operates worldwide and employs in total approximately 47,000 persons ."
negative,"Liverpool manager Jurgen Klopp says players and managers are not politicians, amid continued scrutiny over the 2022 World Cup."
positive,"Eddie Howe may allow the Newcastle fans to let their imaginations run wild, but he is remaining grounded for now."
neutral,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
positive,Australian fans party through the night as the unfancied Socceroos stun Denmark to reach the World Cup last 16.
negative,Ex-President Pedro Castillo is impeached and accused of rebellion after he tried to dissolve parliament.
positive,The former Love Island contestant told the BBC she wants the government to simplify laws in the UK.
neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .
neutral,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .
neutral,"If Honkarakenne starts production there , it will need a partner for sawmill operations ."
neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector ."
neutral,- Profit before taxes was EUR 105.9 82.7 million .
negative,"With more strikes, is it time to bring out that Shakespeare quote again, asks Laura Kuenssberg?"
positive,"Kieran Trippier has to start for England in the World Cup against Iran, according to former Three Lions striker Alan Shearer."
negative,"The health secretary blames the pandemic and flu for NHS pressures, but insists government has right plan."
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging ."
negative,"The singer, who is rock legend Elvis's only child, was reportedly found unresponsive at her LA home."
negative,Several of Thursday's papers lead with the migrant boat that got into difficulty while crossing the Channel.
positive,"In a Senate split 50-50 between two parties, every race counts. Here are eight to watch."
positive,Cameroon keep their hopes alive of reaching the World Cup last 16 as they battled back from two goals down to draw a six-goal thriller with Serbia .
positive,"Before Spain's World Cup last-16 tie against Morocco, Spanish football expert Guillem Balague takes a look inside the world of coach Luis Enrique."
positive,Former Barcelona and Cameroon striker Samuel Eto'o apologises after an altercation with a man following a match at the World Cup in Qatar.
positive,Kate talked style with one boy as she and William visited Anglesey as Prince and Princess of Wales.
negative,Their headmaster admits teachers are struggling to tell some of the siblings apart.
negative,The ex-cabinet minister accuses the PM of not listening to public concern over tax cuts for the well-off.
neutral,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity ."
neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .
neutral,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day ."
positive,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .
neutral,"The total number of voting rights is 74,612,523 ."
positive,Could nuclear fusion really provide the world with almost limitless supplies of energy?
negative,First trains will run later on many lines - as Avanti West Coast says services are limited all day.
negative,Saturday's front pages focus on the NHS strikes and tensions within the Royal Family.
positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote ."
positive,How influencers are combatting the environmental costs of fast fashion Halloween costumes
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment ."
negative,"The event, scheduled for Monday, will be livestreamed and all tickets available to the public have gone."
positive,"BBC Sport pundits Alan Shearer, Rio Ferdinand and Didier Drogba discuss England manager Gareth Southgate's future."
positive,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates ."
neutral,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes ."
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % ."
positive,"Funmilayo Akinriboya runs a support group for African, Caribbean and Portuguese communities."
positive,"The actor's friends and Harry Potter co-stars pay tribute to his kindness, warmth and sense of humour."
positive,"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company ."
neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ãrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy ."
positive,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .
positive,TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .
positive,An election for the next leader of the Conservative Party will take place within the next week.
neutral,"According to the Act , universities can now acquire private funding ."
positive,The speed and scale of his power grab over a decade in power took many by surprise.
negative,Bollywood actor Aamir Khan's recent ad for a bank has sparked outrage among Hindu right-wingers.
neutral,The orders are part of a long-term development plan of Latvijas Finieris .
negative,"While each mass shooting in the US is unique, experts say the killers share some things in common."
positive,Arsenal firmly establish their lead at the top of their Women's Champions League group with a comfortable victory over Swiss champions Zurich at Emirates Stadium.
positive,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) ."
positive,"Looking at claims about energy bills, NHS backlogs and interest rates."
negative,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 ."
negative,The ex-president says Florida's governor would be wrong to challenge him for the Republican nomination.
positive,European traffic grew nearly 30 % .
positive,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. ."
positive,"Jaqueline Kirk was not bitter and found solace in nature photography, those who knew her say."
negative,Several other countries have imposed restrictions on travellers from China as Covid cases surge.
negative,Jeremy Bowen reports on the fight for a city that Kyiv is desperate to recapture from Russia's army.
neutral,The company then said it will focus its resources on clinical research .
negative,Three people who live in a damp-ridden tower block have spoken of their health concerns about mould.
positive,Listen to commentary from French broadcaster TF1 as Olivier Giroud becomes France's leading men's scorer and Kylian Mbappe scores twice in their 3-1 last-16 win over Poland at the World Cup.
neutral,"The contract covers installation , training and start-up services ."
negative,Ministers needs to find billions of pounds to plug the 'hole' in public finances.
neutral,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 ."
neutral,"More than 50,000 tonnes of asphalt mix will be used in the contract ."
neutral,"The firm 's UK head office is in Rugby Road , Lutterworth ."
neutral,Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .
positive,Manchester United show the lessons learned under Erik ten Hag with statement derby win over Manchester City.
negative,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
negative,Graham Bonham-Carter is accused of helping oligarch Oleg Deripaska to evade US-imposed sanctions.
neutral,"According to Saarioinen 's Managing Director Ilkka M+Ãkel+Ã , the food industry sector has a significant excess of production machinery ."
positive,The actor talks about the importance of cinema and its history as she receives a film archive award.
negative,The US president criticised Prime Minister Liz Truss's original plan to cut taxes for the wealthy.
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .
negative,"Christie Harnett, Nadia Sharif and Emily Moore took their own lives within months of each other."
positive,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 ."
neutral,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said ."
neutral,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .
positive,Boris Johnson flying back from holiday and more MPs backing Rishi Sunak in the Tory leadership race make the lead for several papers.
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .
neutral,Finnish consumers prefer to buy the cheapest beer brand .
negative,The home secretary faces Labour claims she is unfit for office as she defends asylum policies.
negative,"One senior Tory MP said Liz Truss' actions have been ""unforgivable,"" ""terrible"" and ""appalling""."
negative,The dancer and actor was an integral part of Ellen DeGeneres' talk show until it ended this year.
negative,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 ."
negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic ."
positive,The home secretary is facing a potentially major court battle over safety of women and children.
negative,"The White House says North Korea provided missiles and rockets to be used in Ukraine, which Pyongyang denies."
negative,Composer Sir James MacMillan was asked in 2011 to write new music for the funeral of Queen Elizabeth.
neutral,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation ."
positive,"The star tops the charts as an independent artist, after her label refused to release her debut album."
negative,The last seven days have been a rollercoaster with mortgage costs and the pound thrown off course.
neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports ."
neutral,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 ."
neutral,After that the two companies sat down and sewed up the present deal .
positive,The latest Omicron variant is making scientists take notice in the US - so what do you need to know?
negative,"Trains will stop running at around 15:00 on Saturday, as walkouts on the railways and other industries continue."
neutral,The shares subscribed will be eligible for trade on the following day from the registration .
negative,Israeli researchers claim to have developed a flock of gene-edited hens that lay eggs from which only female chicks hatch.
positive,This is the festive quiz in which no-one is expected to know any of the answers.
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 ."
neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m ."
negative,"Lionel Messi, Cristiano Ronaldo, Kylian Mbappe, Neymar - all the big names are ready to do battle in a stellar World Cup quarter-finals line-up."
positive,"The prime minister will call for a ""frank and constructive relationship"" between the UK and China."
positive,Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .
negative,"Elon Musk changed his Twitter bio to ""Chief Twit"" ahead of the Friday deadline to complete its acquisition."
negative,The measure permits police to deploy robots equipped with explosives in extreme circumstances.
positive,The American singer and actress won an Oscar for Best Original Song in 1984.
positive,Watch Memphis Depay score for the Netherlands after a brilliant 21-pass move against the USA.
neutral,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market ."
positive,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .
negative,"The inquiry, launched after the Jimmy Savile scandal, took seven years - so what have we learned?"
positive,"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection ."
positive,Michael van Gerwen holds off a spirited Nathan Aspinall 5-3 to win his sixth World Grand Prix title in Leicester.
negative,Patients at Askern Medical Practice are told they have aggressive lung cancer in a messaging error.
neutral,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros ."
neutral,The company said that the results of the third quarter do not include non-recurring items .
negative,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .
